,,,,Time_Name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
,,,,Time,YR1950,YR1951,YR1952,YR1953,YR1954,YR1955,YR1956,YR1957,YR1958,YR1959,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024,YR2025,YR2026,YR2027,YR2028,YR2029,YR2030,YR2031,YR2032,YR2033,YR2034,YR2035,YR2036,YR2037,YR2038,YR2039,YR2040,YR2041,YR2042,YR2043,YR2044,YR2045,YR2046,YR2047,YR2048,YR2049,YR2050
Country,Country_Name,Series,Series_Name,SCALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,Mauritius,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245779,1243370,1240727,1237950,1235026,1231947,1228857,1225392,1221633,1217521,1213104,1208338,1203263,1197910,1192257,1186174,1179759,1173014,1165992,1158554,1150907,1142895,1134655,1126155,1117458,1108601,1099654
MUS,Mauritius,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759723,757996,756018,753849,751477,748896,746192,743140,739790,736104,732111,727782,723143,718211,712974,707353,701409,695145,688592,681670,674504,667004,659252,651233,642985,634533,625918
MUS,Mauritius,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486056,485374,484709,484101,483549,483051,482665,482252,481843,481417,480993,480556,480120,479699,479283,478821,478350,477869,477400,476884,476403,475891,475403,474922,474473,474068,473736
MWI,Malawi,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21655286,22216120,22785535,23366188,23954450,24553502,25160287,25763535,26366761,26978421,27595298,28213795,28835600,29462510,30081752,30691587,31302098,31911246,32517507,33122491,33736528,34350954,34959611,35567993,36165760,36761003,37361683
MWI,Malawi,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17915742,18307197,18694661,19079776,19459029,19834463,20203048,20555259,20893526,21224108,21543957,21849812,22142566,22423161,22681508,22916136,23134389,23334458,23514981,23676904,23827292,23959612,24069370,24160224,24225039,24269261,24297971
MWI,Malawi,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3739544,3908923,4090874,4286412,4495421,4719039,4957239,5208276,5473235,5754313,6051341,6363983,6693034,7039349,7400244,7775451,8167709,8576788,9002526,9445587,9909236,10391342,10890241,11407769,11940721,12491742,13063712
MYS,Malaysia,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35557673,35977838,36385115,36785087,37182770,37574288,37961719,38347785,38728384,39097874,39457845,39814825,40166898,40512281,40853312,41185886,41509644,41828592,42144466,42455953,42754137,43038204,43313749,43580459,43831577,44065539,44289772
MYS,Malaysia,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8207767,8132833,8049438,7958893,7862282,7758752,7648728,7532720,7409877,7279145,7140895,6996336,6845100,6686884,6522080,6350036,6170750,5984854,5792576,5593709,5387114,5172834,4951671,4723653,4488162,4245245,3995802
MYS,Malaysia,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27349906,27845005,28335677,28826194,29320488,29815536,30312991,30815065,31318507,31818729,32316950,32818489,33321798,33825397,34331232,34835850,35338894,35843738,36351890,36862244,37367023,37865370,38362078,38856806,39343415,39820294,40293970
NAM,Namibia,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030131,3092816,3153246,3212905,3272163,3330805,3389958,3449496,3508237,3565341,3621821,3678880,3735930,3792796,3850301,3907180,3962405,4017678,4073357,4129570,4186104,4243350,4299961,4355498,4409449,4460502,4512301
NAM,Namibia,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502678,1519603,1535004,1549633,1563703,1577144,1590521,1603798,1616457,1628154,1639403,1650784,1662063,1673200,1684594,1695729,1706208,1716816,1727746,1739090,1750801,1763082,1775420,1787687,1799732,1811081,1823279
NAM,Namibia,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527453,1573213,1618242,1663272,1708460,1753661,1799437,1845698,1891780,1937187,1982418,2028096,2073867,2119596,2165707,2211451,2256197,2300862,2345611,2390480,2435303,2480268,2524541,2567811,2609717,2649421,2689022
NCL,New Caledonia,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292639,295333,297892,300368,302839,305253,307577,309838,312048,314190,316247,318240,320208,322158,324051,325830,327500,329091,330707,332311,333777,335163,336483,337638,338655,339643,340580
NCL,New Caledonia,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93786,93999,94097,94096,94019,93850,93577,93209,92749,92190,91529,90771,89927,88998,87974,86838,85593,84249,82831,81329,79713,77999,76190,74265,72234,70120,67921
NCL,New Caledonia,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198853,201334,203795,206272,208820,211403,214000,216629,219299,222000,224718,227469,230281,233160,236077,238992,241907,244842,247876,250982,254064,257164,260293,263373,266421,269523,272659
NER,Niger,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27032412,27917831,28814878,29723696,30643563,31575094,32518075,33469618,34428639,35397037,36372385,37353463,38340145,39330376,40323471,41318412,42316740,43319238,44326122,45337255,46353162,47374117,48398001,49423857,50452204,51482566,52513876
NER,Niger,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22153132,22788189,23419758,24047248,24669363,25285883,25895912,26496437,27085914,27665153,28231567,28783551,29320369,29839828,30340820,30822016,31284012,31726817,32150014,32552933,32935385,33296996,33635725,33950406,34240914,34506449,34745863
NER,Niger,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4879280,5129642,5395120,5676448,5974200,6289211,6622163,6973181,7342725,7731884,8140818,8569912,9019776,9490548,9982651,10496396,11032728,11592421,12176108,12784322,13417777,14077121,14762276,15473451,16211290,16976117,17768013
NGA,Nigeria,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232679478,237527782,242431832,247374263,252346128,257352638,262380970,267421074,272483642,277555115,282622397,287685763,292739396,297773244,302782358,307764756,312710416,317607244,322450309,327243939,331983358,336662502,341281763,345844009,350347769,354792425,359185556
NGA,Nigeria,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86148256,86043446,85883399,85660973,85372436,85019024,84595998,84099907,83533980,82893872,82175807,81380208,80505817,79550433,78513498,77395354,76194453,74909069,73539490,72088196,70555597,68941987,67249120,65479204,63633569,61713740,59722603
NGA,Nigeria,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146531222,151484336,156548433,161713290,166973692,172333614,177784972,183321167,188949662,194661243,200446590,206305555,212233579,218222811,224268860,230369402,236515963,242698175,248910819,255155743,261427761,267720515,274032643,280364805,286714200,293078685,299462953
NIC,Nicaragua,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6916140,7007502,7097329,7185722,7272686,7358005,7441603,7523767,7604395,7683393,7760891,7836703,7910787,7983288,8054135,8122957,8189914,8255157,8318520,8380006,8439716,8497615,8553411,8607278,8659284,8708924,8756430
NIC,Nicaragua,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817439,2841991,2864752,2885722,2904860,2922041,2937193,2950393,2961559,2970616,2977577,2982332,2984829,2985088,2983047,2978535,2971581,2962210,2950332,2935920,2918984,2899485,2877299,2852466,2824986,2794678,2761606
NIC,Nicaragua,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098701,4165511,4232577,4300000,4367826,4435964,4504410,4573374,4642836,4712777,4783314,4854371,4925958,4998200,5071088,5144422,5218333,5292947,5368188,5444086,5520732,5598130,5676112,5754812,5834298,5914246,5994824
NLD,Netherlands,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17993485,18095592,18180244,18254362,18321868,18380940,18432156,18477076,18516542,18553234,18582346,18608070,18631678,18649256,18663830,18673398,18679362,18680104,18676888,18670752,18659980,18647366,18634696,18616262,18597296,18576168,18554832
NLD,Netherlands,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784579,734936,687303,642020,599243,558902,521006,485574,452589,422061,393823,367906,344263,322746,303333,285911,270421,256753,244839,234601,225922,218743,212986,208486,205202,203013,201896
NLD,Netherlands,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17208906,17360656,17492941,17612342,17722625,17822038,17911150,17991502,18063953,18131173,18188523,18240164,18287415,18326510,18360497,18387487,18408941,18423351,18432049,18436151,18434058,18428623,18421710,18407776,18392094,18373155,18352936
NOR,Norway,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5572279,5609051,5627029,5644320,5660188,5674934,5688965,5702479,5715058,5726925,5738110,5748823,5759426,5769461,5779175,5788092,5795898,5803716,5810492,5816044,5821184,5826204,5829724,5832454,5834851,5835623,5835270
NOR,Norway,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928934,921535,910644,899279,887320,874817,861834,848399,834446,820009,805091,789719,773939,757685,740987,723780,706029,687868,669172,649922,630213,610074,589360,568151,546492,524265,501526
NOR,Norway,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4643345,4687516,4716385,4745041,4772868,4800117,4827131,4854080,4880612,4906916,4933019,4959104,4985487,5011776,5038188,5064312,5089869,5115848,5141320,5166122,5190971,5216130,5240364,5264303,5288359,5311358,5333744
NPL,Nepal,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29651054,29618118,29629410,29727162,29947585,30232112,30509996,30780917,31045414,31304031,31555066,31798004,32033716,32262283,32484802,32700692,32909537,33112259,33309059,33499438,33683328,33861060,34032995,34197259,34352079,34500202,34642027
NPL,Nepal,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9852350,9774149,9711240,9677135,9683039,9709414,9733364,9754920,9774391,9792080,9807592,9820909,9832448,9842372,9851156,9858761,9865199,9870885,9876014,9880572,9884676,9888557,9892453,9895952,9898680,9901566,9904867
NPL,Nepal,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19798704,19843969,19918170,20050027,20264546,20522698,20776632,21025997,21271023,21511951,21747474,21977095,22201268,22419911,22633646,22841931,23044338,23241374,23433045,23618866,23798652,23972503,24140542,24301307,24453399,24598636,24737160
NRU,Nauru,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11947,12025,12101,12194,12296,12402,12521,12648,12781,12922,13072,13233,13392,13545,13701,13863,14039,14222,14404,14581,14755,14928,15100,15273,15438,15601,15758
NRU,Nauru,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRU,Nauru,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11947,12025,12101,12194,12296,12402,12521,12648,12781,12922,13072,13233,13392,13545,13701,13863,14039,14222,14404,14581,14755,14928,15100,15273,15438,15601,15758
NZL,New Zealand,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5287500,5322803,5355784,5386445,5414453,5440769,5464874,5488096,5509332,5530414,5549605,5568955,5587516,5605717,5624293,5641699,5658654,5676446,5693046,5707928,5721520,5734436,5745694,5756229,5766900,5775614,5787016
NZL,New Zealand,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849328,851763,852969,852849,851253,848238,843625,837521,829661,820223,808847,795734,780644,763533,744393,722912,699083,672952,644164,612571,578132,540819,500449,457023,410511,360667,307701
NZL,New Zealand,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4438172,4471040,4502815,4533596,4563200,4592531,4621249,4650575,4679671,4710191,4740758,4773221,4806872,4842184,4879900,4918787,4959571,5003494,5048882,5095357,5143388,5193617,5245245,5299206,5356389,5414947,5479315
OMN,Oman,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5281538,5494691,5671458,5814722,5929317,6026177,6112706,6194367,6275473,6356251,6436927,6517803,6599108,6681044,6763779,6847378,6931974,7017688,7104479,7192222,7280851,7370225,7460275,7550980,7642330,7734350,7827002
OMN,Oman,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085671,1127613,1159752,1182609,1197024,1205101,1208212,1207308,1203074,1195372,1184058,1168995,1150021,1126964,1099631,1067807,1031276,989811,943150,891016,833134,769217,698983,622149,538429,447529,349150
OMN,Oman,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195867,4367078,4511706,4632113,4732293,4821076,4904494,4987059,5072399,5160879,5252869,5348808,5449087,5554080,5664148,5779571,5900698,6027877,6161329,6301206,6447717,6601008,6761292,6928831,7103901,7286821,7477852
PAK,Pakistan,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251269164,255219554,259299791,263515826,267881916,272337519,276883255,281528067,286241139,291012262,295820151,300643508,305491493,310353289,315227700,320105878,324937697,329746464,334551869,339334851,344095461,348837726,353552856,358207155,362796531,367344425,371863793
PAK,Pakistan,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152838397,154342491,155902485,157521377,159207075,160923146,162669976,164452853,166253914,168067655,169882403,171686801,173487106,175278225,177060645,178830639,180561688,182268497,183963533,185637877,187293260,188933598,190555887,192143883,193697516,195231401,196754396
PAK,Pakistan,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98430767,100877063,103397306,105994449,108674841,111414373,114213279,117075214,119987225,122944607,125937748,128956707,132004387,135075064,138167055,141275239,144376009,147477967,150588336,153696974,156802201,159904128,162996969,166063272,169099015,172113024,175109397
PAN,Panama,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4515577,4571189,4625718,4679242,4731816,4783372,4833859,4883386,4932075,4979807,5026497,5072263,5117126,5161086,5204060,5245901,5286592,5326182,5364663,5402030,5438260,5473276,5507141,5539866,5571398,5601667,5630680
PAN,Panama,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535484,1547343,1557316,1565416,1571654,1575999,1578432,1578988,1577708,1574559,1569521,1562642,1553939,1543427,1531099,1516931,1500944,1483179,1463662,1442424,1419492,1394883,1368652,1340842,1311484,1280608,1248249
PAN,Panama,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2980093,3023846,3068402,3113826,3160162,3207373,3255427,3304398,3354367,3405248,3456976,3509621,3563187,3617659,3672961,3728970,3785648,3843003,3901001,3959606,4018768,4078393,4138489,4199024,4259914,4321059,4382431
PER,Peru,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34217848,34576665,34922148,35255685,35578288,35890709,36193880,36488441,36774945,37054376,37326806,37591425,37848158,38096897,38337332,38569891,38794649,39011543,39220380,39420651,39612850,39796724,39971719,40137878,40294855,40443281,40583876
PER,Peru,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5067228,4980302,4890671,4799008,4705921,4611974,4517746,4423771,4330567,4238698,4148618,4060685,3975349,3893058,3814243,3739408,3669021,3603534,3543388,3488992,3440846,3399377,3364984,3338111,3319157,3308569,3307264
PER,Peru,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29150620,29596363,30031477,30456677,30872367,31278735,31676134,32064670,32444378,32815678,33178188,33530740,33872809,34203839,34523089,34830483,35125628,35408009,35676992,35931659,36172004,36397347,36606735,36799767,36975698,37134712,37276612
PHL,Philippines,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115843670,116786962,117724471,118656413,119583981,120502129,121408895,122301597,123180330,124049029,124904114,125740971,126558226,127352596,128118527,128850041,129546659,130209802,130836996,131427393,131979663,132492032,132962000,133385286,133759430,134089000,134373439
PHL,Philippines,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51605924,51651030,51695846,51741223,51788443,51836107,51884202,51932440,51981746,52034659,52090551,52148410,52208605,52270733,52333493,52395444,52457410,52520963,52586091,52653425,52723389,52796214,52871822,52949408,53028866,53113018,53201653
PHL,Philippines,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64237746,65135932,66028625,66915190,67795538,68666022,69524693,70369157,71198584,72014370,72813563,73592561,74349621,75081863,75785034,76454597,77089249,77688839,78250905,78773968,79256274,79695818,80090178,80435878,80730564,80975982,81171786
PLW,Palau,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17695,17663,17614,17564,17504,17439,17376,17302,17232,17166,17092,17015,16942,16862,16778,16691,16602,16509,16404,16304,16200,16089,15979,15866,15751,15633,15518
PLW,Palau,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3679,3659,3633,3602,3567,3526,3482,3431,3378,3320,3257,3188,3116,3037,2953,2863,2768,2667,2558,2446,2327,2202,2072,1937,1795,1648,1496
PLW,Palau,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14016,14004,13981,13962,13937,13913,13894,13871,13854,13846,13835,13827,13826,13825,13825,13828,13834,13842,13846,13858,13873,13887,13907,13929,13956,13985,14022
PNG,Papua New Guinea,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10576502,10762817,10947848,11131272,11312894,11492803,11671424,11848221,12023128,12196647,12369256,12540603,12710683,12879740,13047123,13212670,13376160,13537371,13696147,13853418,14009933,14165588,14318892,14469221,14617371,14763603,14906590
PNG,Papua New Guinea,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8947067,9064472,9176658,9283272,9384076,9479078,9568561,9652024,9729363,9800934,9867069,9927435,9981986,10030871,10073549,10109871,10139655,10162729,10178980,10189107,10193648,10192512,10184623,10169573,10147962,10120002,10084827
PNG,Papua New Guinea,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629435,1698345,1771190,1848000,1928818,2013725,2102863,2196197,2293765,2395713,2502187,2613168,2728697,2848869,2973574,3102799,3236505,3374642,3517167,3664311,3816285,3973076,4134269,4299648,4469409,4643601,4821763
POL,Poland,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36559233,36122448,35995136,35858076,35709472,35547528,35376040,35193184,35002392,34804768,34600324,34391208,34175844,33958700,33739052,33518390,33297892,33079672,32860948,32644106,32429636,32215864,32003366,31791024,31578500,31363144,31144316
POL,Poland,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14634461,14418155,14315222,14198120,14066397,13919639,13759644,13586016,13400412,13203575,12995833,12778317,12550761,12315129,12071446,11820534,11563076,11300048,11030731,10756170,10476737,10192098,9902660,9608295,9309136,9004664,8694976
POL,Poland,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21924772,21704293,21679914,21659956,21643075,21627889,21616396,21607168,21601980,21601193,21604491,21612891,21625083,21643571,21667606,21697856,21734816,21779624,21830217,21887936,21952899,22023766,22100706,22182729,22269364,22358480,22449340
PRI,Puerto Rico (US),SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3203295,3191033,3173878,3153712,3130738,3106598,3079297,3052543,3025143,2996754,2967561,2939010,2910235,2879747,2848067,2816314,2783742,2751193,2718386,2685298,2651587,2617394,2582132,2547493,2512620,2476663,2441731
